MATERIA;CLASSE;ERA;SETTORE;TIPO;INCLUDERE;DOMANDA;CORRETTA;OPZIONE_1;OPZIONE_2;OPZIONE_3;OPZIONE_4
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Come si misura il clock di una CPU?;3;bit;byte;Hz;RPM
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Che ordine di grandezza hanno le frequenze di clock delle comuni CPU?;4;kHz;MHz;Hz;GHz
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Dove sono conservate le informazioni che sono DIRETTAMENTE utilizzate dalla CPU per eseguire le istruzioni?;3;Nella cache;Nella RAM;Nei registri;Nell'hard disk
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quanti numeri decimali si possono esprimere con 6 bit?;4;8;16;32;64
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quanti numeri decimali si possono esprimere con 9 bit?;3;128;256;512;1024
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa influenza la velocità di una CPU?;2;La sua grandezza;La frequenza di clock;Dal dissipatore;Dalla RAM collegata
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Per quale motivo non è consigliato alzare di troppo la frequenza di clock?;1;Perché la CPU si surriscalda;Perché la CPU sbaglia i calcoli;Perché la CPU non riesce più a scrivere sulla RAM;Perché la CPU non riesce più a leggere dalla RAM
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale tra le seguenti memorie risulta essere la più veloce?;1;I registri;La cache ;La RAM;L'hard disk
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale tra le seguenti memorie risulta essere la più lenta?;4;I registri;La cache ;La RAM;L'hard disk
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Che tipo di bus utilizza la CPU per trasferire dati alla RAM?;1;Il bus dati;Il bus indirizzi;Il bus di controllo;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Che tipo di bus utilizza la ram per indicare alla cpu la possibilità di iniziare a leggere o scrivere un dato?;3;Il bus dati;Il bus indirizzi;Il bus di controllo;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Che tipo di informazioni transitano nel bus di controllo?;1;Indicazione di leggere o scrivere sulla RAM;Operazione di un'istruzione;Gli indirizzi della RAM;Il clock
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa indica il comando BUSY all'interno del bus di controllo?;1;Indica se la periferica è occupata o libera;Indica se la CPU è occupata o libera;Indica se la RAM è occupata o libera;Indica se l'hard disk è occupato o libero
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa indica il comando IRQ all'interno del bus di controllo?;1;Consente ad una periferica di segnalare alla CPU la necessità di effettuare un'elaborazione;Indica se la CPU è occupata o libera;Indica se la periferica è occupata o libera;Interrompe il funzionamento della RAM
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quali tipo di componenti sono collegate al Northbridge?;1;Le componenti più veloci ;Le componenti più lente;Le memorie;Le periferiche di input/output
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quali tipo di componenti sono collegate al Southbridge?;2;Le componenti più veloci ;Le componenti più lente;Le memorie;Le periferiche di input/output
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve la memoria cache?;1;A velocizzare le operazioni di lettura e scrittura della CPU;A conservare i dati dopo lo spegnimento del computer;A memorizzare i dati che non rientrano nella RAM;A trasferire i dati nel bus dati
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quanti livelli di memoria cache esistono comunemente?;3;1;2;3;4
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale dei seguenti livelli di memoria cache è condivisa tra i vari core?;3;1;2;3;Nessun livello è condiviso tra i core
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale livello di memoria cache risulta essere la più veloce?;1;1;2;3;Tutti i livelli hanno la stessa velocità
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale livello di memoria cache risulta essere la più lenta?;3;1;2;3;Tutti i livelli hanno la stessa velocità
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa si intende per memoria volatile?;2;Una memoria che contiene le informazioni anche quando non è alimentata;Una memoria che perde le informazioni quando non è più alimentata;Una memoria molto più veloce della C PU;Una memoria di sola lettura
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la capacità di una singola cella all'interno di una RAM?;2;1 bit;1 byte;1 kB;1 MB
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa si utilizza per individuare una cella all'interno della RAM?;2;Un numero decimale;Un indirizzo;La CPU;La cache
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Come viene utilizzato un indirizzo per individuare una cella all'interno della RAM?;1;Una metà individua la riga, l'altra metà la colonna;L'intero indirizzo è per una sola cella;Ogni bit rappresenta una cella;I bit dell'indirizzo vengono sommati e il risultato è il valore della cella
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale è la differenza tra 10kB e 10KiB?;1;Il primo usa le potenze di 10, il secondo le potenze di 2;Il primo usa le potenze di 2, il secondo le potenze di 10;Entrambi usano le potenze di 2;Entrambi usano le potenze di 10
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale è la differenza tra 5MB e 5MiB?;1;Il primo usa le potenze di 10, il secondo le potenze di 2;Il primo usa le potenze di 2, il secondo le potenze di 10;Entrambi usano le potenze di 2;Entrambi usano le potenze di 10
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale è la differenza tra 3GB e 3 GiB?;1;Il primo usa le potenze di 10, il secondo le potenze di 2;Il primo usa le potenze di 2, il secondo le potenze di 10;Entrambi usano le potenze di 2;Entrambi usano le potenze di 10
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa sono le DRAM?;1;Memorie le cui celle devono essere aggiornate periodicamente;Memorie di sola lettura;Memorie di sola scrittura;Memorie le cui celle non devono essere aggiornate
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa sono le SRAM?;4;Memorie le cui celle devono essere aggiornate periodicamente;Memorie di sola lettura;Memorie di sola scrittura;Memorie le cui celle non devono essere aggiornate
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa sono le ROM?;1;Memorie di sola lettura;Memorie che consentono una sola scrittura;Memorie riscrivibili più volte;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa sono le PROM?;2;Memorie di sola lettura;Memorie che consentono una sola scrittura;Memorie riscrivibili più volte;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa sono le EPROM?;3;Memorie di sola lettura;Memorie che consentono una sola scrittura;Memorie riscrivibili più volte;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la differenza tra SRAM e DRAM?;1;Le prime sono più veloci delle seconde ;Le prime sono più lente delle seconde;Entrambi hanno la stessa velocità;La prima è di sola scrittura, la seconda di sola lettura
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa servono le memorie di massa?;1;A conservare i dati anche quando il computer è spento;A conservare dati di sola lettura;A conservare dati di sola scrittura;A conservare dati utilizzabili direttamente dalla CPU
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale di queste memorie può essere considerata una memoria di massa?;3;La RAM;La cache ;La pendrive;Il registro
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale di queste memorie NON può essere considerata una memoria di massa?;1;La cache;Il CD-ROM;L'hard disk;L'SSD
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa è una memoria flash?;2;Una memoria volatile;Una memoria di massa che non ha parti meccaniche;Una memoria di massa che ha parti meccaniche;Una memoria di sola lettura
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;L'hard disk che tipo di tipo di tecnologia di memorizzazione utilizza?;1;Magnetica;Ottica;Flash;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Che differenza c'è tra settore e traccia?;1;La traccia è una circonferenza, il settore è una sua parte;Traccia e settore sono la stessa cosa;Il settore è una circonferenza, la traccia  è una parte del settore;Traccia e settore non hanno alcuna relazione
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale componente permette la lettura diretta dei dischi presenti all'interno di un hard disk?;1;La testina;Il laser;La cache;La RAM
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale di questi aspetti influenza la velocità di lettura di un hard disk?;2;Le sue dimensioni;La velocità dei dischi;Il numero di dischi;Il tipo di alimentazione
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Come si misura la velocità di rotazione dei dischi all'interno di un hard disk?;2;Hz;RPM;bit;byte
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa è il seek time?;1;Il tempo di spostamento della testina sulla traccia corretta;Il tempo di rotazione di un disco;Il tempo di lettura di un dato dal disco;Il tempo di scrittura di un dato sul disco
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Gli SSD su che tipo di memorizzazione si basano?;2;Magnetizzazione;Flash;Ottica;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Le pendrive USB su che tipo di memorizzazione si basano?;2;Magnetizzazione;Flash;Ottica;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Le smart card su che tipi di memorizzazione si basano?;2;Magnetizzazione;Flash;Ottica;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa si utilizza per leggere dispositivi di memorizzazione ottici?;1;Laser;Testina;Nastro;Nulla
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa è un dispositivo ottico di tipo ROM?;1;Un dispositivo che può essere solamente letto;Un dispositivo che può essere scritto una volta sola fino alla fine della sua capacità;Un dispositivo che può essere riscritto più volte;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa è un dispositivo ottico di tipo WORM?;2;Un dispositivo che può essere solamente letto;Un dispositivo che può essere scritto una volta sola fino alla fine della sua capacità;Un dispositivo che può essere riscritto più volte;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa è un dispositivo ottico di tipo ERASABLE?;3;Un dispositivo che può essere solamente letto;Un dispositivo che può essere scritto una volta sola fino alla fine della sua capacità;Un dispositivo che può essere riscritto più volte;Nessuna delle precedenti
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale dei seguenti dispositivi è il più veloce?;4;CD-ROM;CD-W;DVD;Blu-Ray
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Mediamente quanto è capiente un CD?;1;700MB;1GB;2GB;4,7GB
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Mediamente quanto è capiente un DVD?;4;700MB;1GB;2GB;4,7GB
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale dei seguenti dispositivi richiede un raggio laser più preciso?;4;CD-ROM;CD-W;DVD;Blu-Ray
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la differenza principale tra CD-audio e CD-dati?;2;Nessuna differenza;Il primo necessita di leggere i dati ad una velocità lineare costante, il secondo no;Il primo non necessita di leggere i dati ad una velocità lineare costante, il secondo si;Il primo è meno capiente del secondo
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa è il RAID?;1;Un sistema che utilizza più memorie di massa per aumentare la sicurezza dei dati;Un sistema per la masterizzazione di dischi;Un sistema di memorizzazione solo per memorie flash;Un'alternativa alle memorie ottiche
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è il vantaggio del RAID 0?;1;Maggiore velocità e maggiore spazio disponibile;Maggiore sicurezza in caso di guasto di un disco;Maggiore velocità di lettura;Possibilità di comprimere i dati
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è il vantaggio del RAID 1?;2;Maggiore velocità e maggiore spazio disponibile;Maggiore sicurezza in caso di guasto di un disco;Maggiore velocità di lettura;Possibilità di comprimere i dati
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è lo svantaggio di RAID 0?;1;Rischio di perdita dei file in caso di rottura di un disco;Lentezza nella scrittura dei dati;Non ci sono svantaggi nel RAID 0;Minore spazio a disposizione
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è lo svantaggio di RAID 1?;4;Rischio di perdita dei file in caso di rottura di un disco;Lentezza nella lettura dei dati;Non ci sono svantaggi nel RAID 1;Minore spazio a disposizione e lentezza nella scrittura dei dati
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Come si chiama la vecchia porta utilizzata per connettere mouse e tastiera?;1;PS/2;OS/2;USB;IDE
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Cosa indicano i dpi?;1;Numero di punti per pollice;Numero totale di pixel in uno schermo;Il rapporto di uno schermo;Numero di pixel per pollice
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale delle seguenti è una periferica di input?;1;Scanner;Monitor;Altoparlante;Stampante
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale delle seguenti è una periferica di output?;1;Stampante;Microfono;Tastiera;Scanner
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale delle seguenti è una periferica di input?;1;Touchpad;Stampante;Plotter;Proiettore
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale delle seguenti è una periferica di output?;1;Cuffie;Stampante 3D;Webcam;Mouse
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è un vantaggio della stampante laser?;1;Stampa rapida;Stampa multicolore;Stampe di grandi dimensioni;Minor consumo elettrico
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale è un vantaggio della stampante a getto d'inchiostro?;2;Stampa rapida;Stampa multicolore;Stampe di grandi dimensioni;Minor consumo elettrico
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la caratteristica principale delle interfacce seriali?;1;Trasmettono i singoli bit uno alla volta;Trasmettono un numero predefinito di bit alla volta;Viene utilizzata solo per le periferiche di input;Viene utilizzata solo per le periferiche di output
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la caratteristica principale delle interfacce parallele?;2;Trasmettono i singoli bit uno alla volta;Trasmettono un numero predefinito di bit alla volta;Viene utilizzata solo per le periferiche di input;Viene utilizzata solo per le periferiche di output
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è lo svantaggio principale che limita le interfacce parallele?;1;La necessità di sincronizzare i bit;Il loro veloce surriscaldamento;Il fatto di poterle utilizzare solo per le periferiche di input;Il fatto di poterle utilizzare solo per le periferiche di output
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la differenza tra cavo VGA e cavo HDMI?;1;Il primo è analogico, il secondo è digitale;Il primo è digitale, il secondo analogico;Il primo trasmette solo audio, il secondo solo video;Il primo trasmette solo video, il secondo solo audio
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve il cavo VGA?;1;Per trasmettere un segnale video;Per trasmettere un segnale audio;Per trasmettere sia audio che video;Per trasmettere dati in forma seriale
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve il cavo USB?;4;Per trasmettere un segnale video;Per trasmettere un segnale audio;Per trasmettere sia audio che video;Per trasmettere dati in forma seriale
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve il cavo HDMI?;3;Per trasmettere un segnale video;Per trasmettere un segnale audio;Per trasmettere sia audio che video;Per trasmettere dati in forma seriale
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve il cavo JACK?;2;Per trasmettere un segnale video;Per trasmettere un segnale audio;Per trasmettere sia audio che video;Per trasmettere dati in forma seriale
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve il cavo SATA?;2;Per collegare il monitor;Per collegare l'hard disk alla scheda madre;Per collegare mouse e tastiera;Per collegare la scheda audio al microfono e alle casse
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;A cosa serve il cavo PS/2?;3;Per collegare il monitor;Per collegare l'hard disk alla scheda madre;Per collegare mouse e tastiera;Per collegare la scheda audio al microfono e alle casse
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale delle seguenti interfacce può trasmette il segnale video?;3;SATA;USB;VGA;PS/2
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Quale delle seguenti interfacce può trasmettere sia audio che video?;2;VGA;HDMI;SATA;USB
SISTEMI E RETI;3F;1;TEORIA;QUIZ;SI;Qual è la differenza tra un cavo JACK e un cavo HDMI in termini di segnale audio?;1;Il primo è analogico, il secondo è digitale;Il primo è digitale, il secondo analogico;Il primo trasmette solo audio, il secondo solo video;Il primo trasmette solo video, il secondo solo audio
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale di queste può essere considerata una variabile logica?;3;X=AGOSTO;X=SABATO;X=ASSENTE;X=NUVOLOSO
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale di queste può essere considerata una variabile logica?;1;X=VIVO;X=AGOSTO;X=SOLEGGIATO;X=MARTEDI
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale di queste può essere considerata una variabile logica?;1;X=ALTO;X=LUGLIO;X=PIOVOSO;X=MERCOLEDI
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale di queste può essere considerata una variabile logica?;1;X=PRESENTE;X=GENNAIO;X=LUNEDI;X=RUMOROSO
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale di queste può essere considerata una variabile logica?;1;X=ASSENTE;X=VENERDI;X=MAGGIO;X=PIOVOSO
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Che cosa si intende per variabile logica?;1;Una variabile che può assumere solo 2 valori;Una variabile che può assumere solo valori pari;Una variabile che può assumere solo valori dispari ;Una variabile che può assumere tutti i valori esprimibili in notazione decimale
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Che cosa si intende per porta logica?;1;Indica la rappresentazione elettronica degli operatori logici;Indica una particolare proprietà di un operatore logico;Indica una particolare variabile logica;Nessuna delle precedenti
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Minimo quante variabili in ingresso riceve la porta logica AND?;3;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Minimo quante variabili in ingresso riceve la porta logica OR?;3;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quante variabili in ingresso riceve la porta logica NOT?;2;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Minimo quante variabili in ingresso riceve la porta logica NOR?;3;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Minimo quante variabili in ingresso riceve la porta logica NAND?;3;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quante variabili in ingresso riceve la porta logica BUFFER?;2;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Minimo quante variabili in ingresso riceve la porta logica XOR?;3;0;1;2;3
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche ha come output 1 quando gli ingressi sono differenti?;3;AND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche ha come output 1 quando entrambi gli ingressi sono 1?;2;AND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche ha come output 0 quando entrambi gli ingressi sono 1?;4;AND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche ha come output 1 quando entrambi gli ingressi sono 0?;4;AND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche ha come output 1 quando almeno uno degli ingressi è 1?;2;AND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porti logiche ha come output 0 quando almeno uno degli ingressi è 1?;4;AND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porti logiche ha come output 1 quando almeno uno degli ingressi è 0?;1;NAND;OR;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche ha solo un ingresso?;2;AND;NOT;XOR;NOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche rappresenta la somma logica?;2;AND;OR;NOR;NAND
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche rappresenta il prodotto logico?;1;AND;OR;NOR;NAND
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche rappresenta la negazione logica?;1;NOT;XOR;NOR;NAND
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche rappresenta la somma logica negata?;3;AND;OR;NOR;NAND
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale delle seguenti porte logiche rappresenta il prodotto logico negato?;4;AND;OR;NOR;NAND
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale porta logica ha come output 0 quando riceve un numero pari di ingressi uguali a 1?;3;OR;NOR;XOR;XNOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale porta logica ha come output 0 quando riceve un numero dispari di ingressi uguali a 1?;4;OR;NOR;XOR;XNOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale porta logica ha come output 1 quando riceve un numero pari di ingressi uguali a 1?;4;OR;NOR;XOR;XNOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quale porta logica ha come output 1 quando riceve un numero dispari di ingressi uguali a 1?;3;OR;NOR;XOR;XNOR
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quante righe avrà la tabella di verità di una funzione logica a 2 variabili?;3;2;3;4;5
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quante righe avrà la tabella di verità di una funzione logica a 3 variabili?;4;5;6;7;8
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quante righe avrà la tabella di verità di una funzione logica a 4 variabili?;4;13;14;15;16
SISTEMI E RETI;3F;2;TEORIA;QUIZ;SI;Quante righe avrà la tabella di verità di una funzione logica a 5 variabili?;3;30;31;32;33
;;;;;;;;;;;
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Cosa si intende per protocollo?;1;Insieme di regole che definiscono la comunicazione tra due livelli uguali;Insieme di regole per il trasferimento di dati;Insieme di regole per il trasferimento di bit;Insieme di regole per gestire la rete internet
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Come comunicano tra di loro due livelli dello stesso livello?;1;Attraverso un protocollo;Attraverso un'interfaccia;Non comunicano;Attraverso il mezzo trasmissivo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Come comunica un livello con il livello immediatamente superiore?;2;Attraverso un protocollo;Attraverso un'interfaccia;Non comunicano;Attraverso il mezzo trasmissivo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Come comunica un livello con il livello immediatamente inferiore?;2;Attraverso un protocollo;Attraverso un'interfaccia;Non comunicano;Attraverso il mezzo trasmissivo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;All'inizio di una comunicazione, da quale livello parte il messaggio?;1;Dal livello più alto;Dal livello più basso;Da qualsiasi livello;Da nessun livello
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Alla fine della comunicazione, a quale livello si ferma il messaggio?;1;Al livello più alto;Al livello più basso;A qualsiasi livello;A nessun livello
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Quanti sono i livelli del modello ISO/OSI?;4;4;5;6;7
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 1 del modello ISO/OSI?;1;Il livello fisico;Il livello di collegamento;Il livello di rete;Il livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 2 del modello ISO/OSI?;2;Il livello fisico;Il livello di collegamento;Il livello di rete;Il livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 3 del modello ISO/OSI?;3;Il livello fisico;Il livello di collegamento;Il livello di rete;Il livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 4 del modello ISO/OSI?;4;Il livello fisico;Il livello di collegamento;Il livello di rete;Il livello di trasporto
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 5 del modello ISO/OSI?;2;Il livello di trasporto ;Il livello di sessione ;Il livello di presentazione;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 6 del modello ISO/OSI?;3;Il livello di trasporto ;Il livello di sessione ;Il livello di presentazione;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Qual è il livello 7 del modello ISO/OSI?;4;Il livello di trasporto ;Il livello di sessione ;Il livello di presentazione;Il livello applicativo
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello fisico del modello ISO/OSI?;1;Definisce le caratteristiche fisiche della comunicazione;Provvede a rendere affidabile la comunicazione fisica tra due dispositivi;Gestisce la comunicazione attraverso l'intera rete tramite il routing;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello di collegamento del modello ISO/OSI?;2;Definisce le caratteristiche fisiche della comunicazione;Provvede a rendere affidabile la comunicazione fisica tra due dispositivi;Gestisce la comunicazione attraverso l'intera rete tramite il routing;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello di rete del modello ISO/OSI?;3;Definisce le caratteristiche fisiche della comunicazione;Provvede a rendere affidabile la comunicazione fisica tra due dispositivi;Gestisce la comunicazione attraverso l'intera rete tramite il routing;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello di trasporto del modello ISO/OSI?;4;Definisce le caratteristiche fisiche della comunicazione;Provvede a rendere affidabile la comunicazione fisica tra due dispositivi;Gestisce la comunicazione attraverso l'intera rete tramite il routing;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello di sessione del modello ISO/OSI?;2;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione;Gestisce le sessioni all'interno di una connessione logica;Fornisce una rappresentazione e una codifica standard dei dati per l'applicazione;Fornisce supporto per le applicazioni che utilizzeranno la rete
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello di presentazione del modello ISO/OSI?;3;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione;Gestisce le sessioni all'interno di una connessione logica;Fornisce una rappresentazione e una codifica standard dei dati per l'applicazione;Fornisce supporto per le applicazioni che utilizzeranno la rete
SISTEMI E RETI;4F;1;TEORIA;QUIZ;SI;Che ruolo svolge il livello applicativo del modello ISO/OSI?;4;Fornisce una connessione virtuale end-to-end tra sorgente e destinazione;Gestisce le sessioni all'interno di una connessione logica;Fornisce una rappresentazione e una codifica standard dei dati per l'applicazione;Fornisce supporto per le applicazioni che utilizzeranno la rete
